id,reference_to_national_permit,lang
ircc_3668,"Application in Form-III for seeking approval for the invention "" Synthesis of carbon supported calcium methoxide green catalyst from S enna siamea pod for biodiesel production "" for obtaining IP Rights in India Indian Patent Application Number: 201741041007",en
ircc_3669,"Application in Form-III for seeking approval for the invention on ""Anti-Diabetic (Type-II) properties of fucoidan extracted from Turbinaria conodies "" for obtaining IP Rights in India",en
ircc_3670,"Application in Form-III for seeking approval for the invention ""Composition for Hair Disorder and Process of Preparation Thereof "" for obtaining IP Rights in India Indian Patent Application Number: 201621016966 A",en
ircc_3671,"Application in Form-III for seeking approval for the invention on ""Standardized method for extraction and purification of forskolin from the roots of coleus forskohlii"" for obtaining IP Rights in India Indian Patent Application Number: 256/DEL/2009",en
ircc_3672,"Application in Form-III for seeking approval for the invention ""Construction of new chimeric cry2AX1 gene of Bacillus thuringiensis encoding protein with enhanced insecticidal activity"" for obtaining IP Rights in India Indian Patent Application Number: 1329/CHE/2006",en
ircc_3673,"Application in Form-III for seeking approval for the invention on ""Method for Isolation of Bioactive Compounds from Cinnamomum zeylanicum and their Use"" for obtaining IP Rights in India Indian Patent Application Number: 2532/DEL/2012",en
ircc_3674,"Application in Form-III for seeking approval for the invention "" Lagenaria Siceraria extract, Processes for preparing the same and medicinal formulations containing Lagenaria Siceraria extract "" for obtaining IP Rights in India Indian Patent Application Number: 3300/MUM/2011",en
ircc_3675,"Application in Form-III for seeking approval for the invention on ""Method of preparation of ion exchange resin from green and black tea material"" for obtaining IP Rights in India Indian Patent Application Number: 5400/CHE/2015",en
ircc_3676,"Application in Form-III for seeking approval for the invention ""Mass production of Curculigo orchioides and phytochemical analysis"" for obtaining IP Rights in India",en
ircc_3677,"Application in Form-III for seeking approval for the invention ""Angina Remover"" for obtaining IP Rights in India Indian Patent Application Number: 2524/DEL/2012",en
ircc_3678,"Application in Form-III for seeking approval for the invention ""Bio formulation for potassium fertilizer supplement in Pomegranate and process preparation thereof"" for obtaining IP Rights in India Indian Patent Application Number: 201811006928",en
ircc_3679,"Application in Form-III for seeking approval for the invention ""A pharmaceutical composition "" for obtaining IP Rights in India Indian Patent Application Number: 3701/MUM/2013",en
ircc_3680,"Application in Form-III for seeking approval for the invention ""Spices Wine"" for obtaining IP Rights in India Indian Patent Application Number: 2423/CHE/2011",en
ircc_3681,"Application in Form-III for seeking approval for the invention on""Degradation of ethidium bromide using bacterial strain"" for obtaining IP Rights in India Indian Patent Application Number:2138/DEL/2012",en
ircc_3682,"Application in Form-III for seeking approval for the invention on ""A synergistic herbal extract composition for use in treating arthritis"" for obtaining IP Rights in India Indian Patent Application Number: 488/KOL/2011",en
ircc_3683,"Application in Form-III for seeking approval for the invention ""'Development of novel insecticide from Cuscuta reflexa "" for obtaining IP Rights in India Indian Patent Application Number: 298/DEL/2008",en
ircc_3684,"Application in Form-III for seeking approval for the invention ""Plant fixed oil: Efficacy against bovine mastitis"" for obtaining IP Rights in India Indian Patent Application Number: 560/DEL/2013",en
ircc_3685,"Application in Form-III for seeking approval for the invention ""A formulation for the treatment of Arsenic Toxicity"" for obtaining IP Rights in India Indian Patent Application Number: 2165/DEL/2011",en
ircc_3686,"Application in Form-III for seeking approval for the invention on "" Transgenic Event and Methods of Detection on Plants Thereof"" for obtaining IP rights in India, Bangladesh, Philippines and China.",en
ircc_3687,"Application in Form-III for seeking approval for the invention on"" Synergistic Formulation for the Prevention of Treatment of Osteoarthritis/Joint Related Disorders "" for obtaining IP rights in India. Indian Patent Application No.- 201911001367",en
ircc_3688,"Application in Form-III for seeking approval for the invention ""A novel formulation for treating sickle cell disease"" for obtaining IP Rights in India, South Africa, Nigeria and United States of America. Indian Patent Application Number: 1620/MUM/2007 South Africa Patent Number: 2010/01984 Nigeria Patent Number: NG/C/2010/254 USA Patent Number: US8, 895,075B2",en
ircc_3689,"Application in Form-III for seeking approval for the invention on "" Novel Surface Aerobic Bio-Composting (SABC) Process in Managing Molasses Based Distillery Wastewater"" for obtaining IP rights in India. Patent Application No.- 3795/MUM/2014",en
ircc_3690,"Application in Form-III for seeking approval for the invention on ""Probiotic Oral Care Products"" for obtaining IP rights in India. Patent Application No.- 201721022014",en
ircc_3691,"Application in Form-III for seeking approval for the invention on"" An Improved Process for Production of Turmeric Powder from Fresh Turmeric Rhizome "" for obtaining IP rights in India. Indian Patent Application No.- 250/DEL/2013",en
ircc_3692,"Application in Form-III for seeking approval for the invention on"" A Milk Alike Wheat Germ Beverage and the Process of its Preparation"" for obtaining IP rights in India. Indian Patent Application No.- 201811001202",en
ircc_3693,"Application in Form-III for seeking approval for the invention on "" Recovery of Metals from Printed Circuit Boards (PCBs) by Bioleaching using Bacteria "" for obtaining IP rights in India. Indian Patent Application No.- 201941042768A",en
ircc_3694,"Application in Form-III for seeking approval for the invention on"" Process of blending cyclic ( & ) glucan compound with synthetic or biopolymer for use as drug carrier"" for obtaining IP rights in India. Patent Application No:5163/CHE/2013",en
ircc_3695,"Application in Form-III for seeking approval for the invention on ""Herbal compositions for treatment or prevention of retention of placenta"" for obtaining IP rights in India. Patent Application No.- 1031/MUM/2011",en
ircc_3696,"Application in Form-III for seeking approval for the invention on"" A Composition for Enhancement of Pathogenicity of Paecilomyces lilacinus and Uses Thereof"" for obtaining IP rights in India. Indian Patent Application No.- 3590/DEL/2013",en
ircc_3697,"Application in Form-III for seeking approval for the invention on"" Bio-Pesticide Formulation and a Process for the Preparation Thereof"" for obtaining IP rights in India. Indian Patent Application No.- 201711021416",en
ircc_3698,"Application in Form-III for seeking approval for the invention on"" Recombinant VSG and Monoclonal Antibody Based Competitive Inhibition Enzyme Linked Immunosorbant Assay (CI-ELISA) for Detection of Antibodies Against Trypanosoma evansi "" for obtaining IP rights in India. Indian Patent Application No.- 370/CHE/2015",en
ircc_3699,"Application in Form-III for seeking approval for the invention on"" Low Cost Production of Canthaxanthaxanthin and Xanthophyll II Pigments Using Micrococcus luteus and Brewer's Spent Grain "" for obtaining IP rights in India. Indian Patent Application No.- 201711031489",en
ircc_3700,"Application in Form-I for access of 1. Capsicum frutescens - ICO588141, 2. Capsicum annuum - ICO588567, 3. Capsicum annuum -IC588584, 4. Capsicum annuum - IC393721, 5. Capsicum frutescens - ICO588139 6. Capsicum annuum var grossum - ICO588140 for research purpose.",en
ircc_3701,Application in Form-II for transferring results of research.,en
ircc_3702,"Application in Form-III for seeking approval for the invention on"" Topical Compositions Comprising Herbal Phytosomes"" for obtaining IP rights in India. Indian Patent Application No.- 201721017635",en
ircc_3703,"Liquid-Application in Form-III for seeking approval for the invention on"" Liquid-Liquid Fractionation Mediated Extraction and Purification "" for obtaining IP rights in India. Indian Patent Application No.- 201931013090",en
ircc_3704,Application in Form-II for transferring results of research.,en
ircc_3705,"Application in Form-III for seeking approval for the invention on"" Herbal Composition for Treatment of Bloat in Animals"" for obtaining IP rights in India. Indian Patent Application No.- 201711029240",en
ircc_3706,"Application in Form-III for seeking approval for the invention on"" Xylene Free Hematoxylin and Eosin Staining Process Utilizing Orange Extract as Deparaffinizing Agent "" for obtaining IP rights in India. Indian Patent Application No.- 201941013739",en
ircc_3707,"Application in Form-III for seeking approval for the invention on"" Biodegradable means with midrib for use as drinking straw, stirrer and chopstick and method thereof"" for obtaining IP rights in India and PCT. Indian Patent Application No.- 201841032437",en
ircc_3708,"Application in Form-I for accessing plant material from Uttar Pradesh, Tamil Nadu and Telangana for commercial utilization",en
ircc_3709,"Application in Form-III for seeking approval for the invention on"" Biodegradable Sanitary Napkin for Personal and Environmental Hygiene and Method Thereof"" for obtaining IP rights in India. Indian Patent Application No.- 201841044636",en
ircc_3710,"Application in Form-III for seeking approval for the invention on"" Nano- Biofertilizer for Improving Seed Germination and Plant Development"" for obtaining IP rights in India. Indian Patent Application No.- 325/CHE/2015",en
ircc_3711,"Application in Form-III for seeking approval for the invention on"" New Organic Fungicide and Method of Manufacturing Thereof"" for obtaining IP rights in India. Indian Patent Application No.- 2017 21039023",en
ircc_3712,"Application in Form-III for seeking approval for the invention on"" Herbal preparation for therapeutic management of neurological disorders "" for obtaining IP rights in India. Indian Patent Application No.- 201621041221",en
ircc_3713,"Application in Form-III for seeking approval for the invention on"" A New Herbal Formulation for Corns Treatment"" for obtaining IP rights in India. India Patent Application No.- 202041012021",en
ircc_3714,"Application in Form-III for seeking approval for the invention on ""An Agrobased Composition for Biodegradable Biomass Granules and Products"" for obtaining IP rights in India. Indian Patent Application No.- 201841035038",en
ircc_3715,"Application in Form-III for seeking approval for the invention on"" A Process for Preparation of Ayurvedic Formulations "" for obtaining IP rights in India. Indian Patent Application No.- 278/DEL/2013",en
ircc_3716,"Application in Form-III for seeking approval for the invention on ""A Process Development for -Galactosidase Production from a Novel Strain of Lactobacillus rhamnosus Accession no. [MH823223] its Purification, Immobilization and Application in Production of Cost Effective Lactose-Free Dairy Products"" for obtaining IP rights in India. Indian Patent Application No.- No Patent Application filed.",en
ircc_3717,"Application in Form-III for seeking approval for the invention on"" Herbal Nutrient Product and a Process for the Preparation Thereof "" for obtaining IP rights in India. Indian Patent Application No.- 1276/DEL/2011",en
ircc_3718,"Application in Form-III for seeking approval for the invention on"" Process for Production of Novel Biopesticide Formulation for Use Against Soft - Rot Disease"" for obtaining IP rights in India. Patent Application No.- 202041011053",en
ircc_3719,"Application in Form-III for seeking approval for the invention on"" Cellulose - Metallothionein Conjugate for Metal Binding"" for obtaining IP rights in India. Indian Patent Application No.- 201711034498.",en
ircc_3720,"Application in Form-III for seeking approval for the invention on"" Recovery of Metal from Printed Circuit Boards (PCBs) by Bioleaching Using Bacteria"" for obtaining IP rights in India. Patent Application No.-202041002562A",en
ircc_3721,"Application in Form-III for seeking approval for the invention on "" A plant as Probiotic Food"" for obtaining IP rights in India. Indian Patent Application No.- 1911/DEL/2012",en
ircc_3722,"Application in Form-III for seeking approval for the invention on ""A Process for the Preparation of Bio-based Lubricants from Chemoenzymatically Synthesized Epoxides of Vegetable Oil "" for obtaining IP rights in India. Indian Patent Application No.- 201611008015",en
ircc_3723,"Application in Form-III for seeking approval for the invention on"" Development of Microencapsulated Formulation Based on Andrographolide and Method of Preparation Thereof "" for obtaining IP rights in India. Indian Patent Application No.- 201711006973",en
ircc_3724,"Application in Form-III for seeking approval for the invention on"" Self-Purification Based Polluted Water Purification"" for obtaining IP rights in India. Patent Application No.- 201621007499",en
ircc_3725,"Application in Form-III for seeking approval for the invention on ""Vaccine Delivery System for Non-Invasive Immunization Against Brucellosis Using Green Technology"" for obtaining IP rights in India. Indian Patent Application No.- 3068/MUM/2014",en
ircc_3726,"Application in Form-III for seeking approval for the invention on ""Ulmoside-a-derived Compound from Ulmus wallichiana Planchon Useful for Prevention or Cure of Metabolic Diseases"" for obtaining IP rights in India, United States of America, Europe, PCT and Brazil. Indian Patent Application No.- 2326/DEL/2013",en
ircc_3727,"Application in Form-III for seeking approval for the invention on"" Low Cost Bio-Based Ionic Liquid Crystal Membrane Useful for Energy Storage Systems and its Preparation Thereof "" for obtaining IP rights in India. Indian Patent Application No.- 201611027797",en
ircc_3728,"Application in Form-III for seeking approval for the invention on"" An Efficient and Inexpensive Screening Protocol for Developing Transgenic Plants"" for obtaining IP rights in India. Indian Patent Application No.- 201611024242",en
ircc_3729,"Application in Form-III for seeking approval for the invention on ""Microemulsion Compositions of Herbal Extract Using Food Grade Oil for Enhancement in Oral Bioavailability"" for obtaining IP rights in India. Indian Patent Application No.- 201721019368",en
ircc_3730,"Application in Form-III for seeking approval for the invention on"" A New Herbal Formulation for Psoriasis"" for obtaining IP rights in India. India Patent Application No.- 201841034703",en
ircc_3731,"Application in Form-III for seeking approval for the invention on"" A Novel Fat Liqour for Leather Processing and a Process for the Preparation Thereof"" for obtaining IP rights in India. Indian Patent Application No.- 201911009347",en
ircc_3732,"Application in Form-III for seeking approval for the invention on"" Collagen based Bio material and a process for the preparation thereof"" for obtaining IP rights in India. Indian Patent Application No.- 0422/DEL/2014",en
ircc_3733,"Application in Form-III for seeking approval for the invention on"" A Simple Process for the Purification of Collagen using Alcoholic Solvents"" for obtaining IP rights in India. Indian Patent Application No.- 201711010916",en
ircc_3734,"Application in Form-III for seeking approval for the invention on"" Herbal Compositions for promoting or enhancing Seed Germination, Growth and Disease Resistance in Plants"" for obtaining IP rights in India. Indian Patent Application No.- 146/MUM/2013",en
ircc_3735,"Application in Form-III for seeking approval for the invention on ""Two Main Component Molecules: Mahanine and Mahanimbine (Dehydroxy Mahanine) from Murraya koenigii for the Treatment in Glioblastoma and Cervical Carcinoma and Mahanimbine Exhibits Broad Spectrum of Anti-Cancer Activity"" for obtaining IP rights in India and United States of America. Indian Patent Application No.- 0690/DEL/2011 Unites States of America Patent Application No. -13/416930",en
ircc_3736,"Application in Form-III for seeking approval for the invention on"" Improved method of producing fuel like liquid from waste plastic"" for obtaining IP rights in India.",en
ircc_3737,"Application in Form-III for seeking approval for the invention on ""Extracts of dry leaves and flowers of Homonoia riparia "" for obtaining IP rights in India. Indian Patent Application No.- 2729/MUM/2014",en
ircc_3738,"Application in Form-III for seeking approval for the invention on"" Noval biopesticide compositions and formulations from plant"" for obtaining IP rights in India. Indian Patent Application No.- 201911012592",en
ircc_3739,"Application in Form-III for seeking approval for the invention on"" Continuous biotransformation of substituted aromatic carboxylic acids to their selective aldehydes and alcohols"" for obtaining IP rights in India, United States of America and Europe Indian Patent Application No.- 2497/MUM/2012",en
ircc_3740,"Application in Form-III for seeking approval for the invention on "" Anti-Virulence Formulation from Microalgal Lipids Against Enteropathogenic Bacteria and Method of Preparation Thereof "" for obtaining IP rights in India. Indian Patent Application No.- 201911011645",en
ircc_3741,"Application in Form-III for seeking approval for the invention on"" A Collagenous Composition for Application in Healing of Chronic Wounds and a Process for the Preparation Thereof "" for obtaining IP rights in India. Indian Patent Application No.- 201911006612",en
ircc_3742,"Application in Form-III for seeking approval for the invention on"" Ricinoleic and Dibasic Acid Based Estolide Esters Useful as Lubricant Basestocks"" for obtaining IP rights in India. Indian Patent Application No.- 2466/DEL/2014",en
ircc_3743,"Application in Form-III for seeking approval for the invention on ""An Integrated Process for the Preparation of Bio-Stimulant and Cellulose / bio-char from Brown Seaweed Sargassum Species"" for obtaining IP rights in India. Indian Patent Application No.- 201811029622",en
ircc_3744,"Application in Form-III for seeking approval for the invention on"" Process for Cleaning up Oil Spills "" for obtaining IP rights in India. Indian Patent Application No.- 3483/DEL/2014",en
ircc_3745,"Application in Form-III for seeking approval for the invention on"" A Novel Activated Carbon and a Process for the Preparation Thereof"" for obtaining IP rights in India. Indian Patent Application No.- 1401/DEL/2015",en
ircc_3746,"Application in Form-III for seeking approval for the invention on"" A Method for Producing Biodiesel from Rendered Chicken Oil "" for obtaining IP rights in India. Indian Patent Application No.- 219/CHE/2014",en
ircc_3747,"Application in Form-III for seeking approval for the invention on"" Herbal Formula Containing Cocculus hirsutus Extract for the Treatment and Management of Tuberculosis"" for obtaining IP rights in India. Indian Patent Application No.- 201821050047",en
ircc_3748,"Application in Form-III for seeking approval for the invention on"" Use of Grinded Seeds of Guava as an Exfoliating Agent, in Skin Scrub Composition Containing Same and Method of Making and Using the Scrub Composition "" for obtaining IP rights in India. Indian Patent Application No.- 201821000100",en
ircc_3749,"Application in Form-III for seeking approval for the invention on "" Zero-Effluent Process for the Recovery of High Purity 5-Hydroxymethyl Furfural (HMF) from Aqueous Agar Solution "" for obtaining IP rights in India. Indian Patent Application No.- 201711018189",en
ircc_3750,"Application in Form-III for seeking approval for the invention on "" A Process for the Preparation of Protein Isolate from Defatted Moringa Seed Meal Flour"" for obtaining IP rights in India. Indian Patent Application No.- 3529/DEL/2014",en
ircc_3751,"Application in Form-III for seeking approval for the invention on "" Acaricide Against Ixodid Ticks "" for obtaining IP rights in India. Indian Patent Application No.- 201721005896",en
ircc_3752,"Application in Form-III for seeking approval for the invention on"" Non-Explosive and Non-Inflammable Organic Composition of Festival Color Powder "" for obtaining IP rights in India. Indian Patent Application No.- 201911003596",en
ircc_3753,"Application in Form-III for seeking approval for the invention on"" Poluhydroxy Alkanotates (PHAS) Production from Boiled Rice Wash"" for obtaining IP rights in India. Indian Patent Application No.- 1910/DEL/2012",en
ircc_3754,"Application in Form-III for seeking approval for the invention on "" A Herbal Awaleha Ice Cream Formulation and Process of Preparation Thereof"" for obtaining IP rights in India. Indian Patent Application No.- 201911038607",en
ircc_3755,"Application in Form-III for seeking approval for the invention on "" A Method for the Isolation of Vanillin from Rice Straw "" for obtaining IP rights in India and PCT. Indian Patent Application No.- 1879/DEL/2014",en
ircc_3756,"Application in Form-III for seeking approval for the invention on ""A Synergistic Composition as Feed Supplement for Animals and Preparation Thereof "" for obtaining IP rights in India. Indian Patent Application No.- 4947/CHE/2015",en
ircc_3757,"Application in Form-III for seeking approval for the invention on"" Peptides of Sericin and Formulation Thereof and Cryopreservation "" for obtaining IP rights in India. Patent Application No.- 201741014273",en
ircc_3758,"Application in Form-III for seeking approval for the invention on ""Blended Leather Fabric and a Process for the Preparation Thereof "" for obtaining IP rights in India. Indian Application No.- 2416/DEL/2014",en
ircc_3759,"Application in Form-III for seeking approval for the invention on "" Blood Detoxifying Composition Used in Liver Disorders "" for obtaining IP rights in India. Indian Patent Application No.- 0660/DEL/2015",en
ircc_3760,"Application in Form-III for seeking approval for the invention on"" Tetracycline Analogue as Antibacterial and Antifungal Agent"" for obtaining IP rights in India. Indian Patent Application No.- 201811041460",en
ircc_3761,"Application in Form-III for seeking approval for the invention on "" A Process for the Production of Milk Clotting Enzyme from Aspergillus oryzae MTCC 5341"" for obtaining IP rights in India. Patent Application No.- 0407/DEL/2009",en
ircc_3762,"Application in Form-III for seeking approval for the invention on "" A Process for Preparation of Natural Crystallized Thyme from Monarda citriodara (Jammu Monarda) Oil"" for obtaining IP rights in India and PCT. Patent Application No.- 201811000289",en
ircc_3763,"Application in Form-III for seeking approval for the invention on "" A Herbal Emulsion Based Formulation for Treatment of Acne and a Process for the Preparation Thereof "" for obtaining IP rights in India. Indian Patent Application No.- 201911011646",en
ircc_3764,"Application in Form-III for seeking approval for the invention on ""Microencapsulation of Plant Oil for Slow Release Insect Repellant Formulation"" for obtaining IP rights in India. Indian Patent Application No.- 3962/DEL/2012.",en
ircc_3765,"Application in Form-III for seeking approval for the invention on"" Radical Scavenging Water Soluble Yellow Colourant Turmeric Formulation"" for obtaining IP rights in India. Indian Patent Application No.- 0409/DEL/2009",en
ircc_3766,"Application in Form-III for seeking approval for the invention on "" A Process for the Production of Low Fat Ready to Eat Potato Snack Without Involving Frying Operation"" for obtaining IP rights in India. Indian Patent Application No.- 0704/DEL/2007",en
ircc_3767,"Application in Form-III for seeking approval for the invention on "" A Process for the Preparation of Antioxidant Activity Rich Extracts from Rivina humilis "" for obtaining IP rights in India. India Patent Application No.- 0327/DEL/2006",en
ircc_3768,"Application in Form-III for seeking approval for the invention on "" A Process for Obtaining Water Dispersible Astaxanthin Composition "" for obtaining IP rights in India. Indian Patent Application No.- 0712/DEL/2007",en
ircc_3769,"Application in Form-III for seeking approval for the invention on"" Novel Method and Extraction of plants"" for obtaining IP rights in India. Indian Patent Application No.- 201621009752",en
ircc_3770,"Application in Form-III for seeking approval for the invention on "" A Novel Formulation for an Herbal Hand Wash and the Process for the Preparation of the Same "" for obtaining IP rights in India. Indian Patent Application No.- 1192/DEL/2012",en
ircc_3771,"Application in Form-III for seeking approval for the invention on ""Food Products and Processes for Preparation Thereof"" for obtaining IP rights in India, South Africa and PCT Indian Patent Application No.- 3570/MUM/2014 South Africa Patent Application No - 2017/03223 PCT No- PCT/IB2015/058552",en
ircc_3772,"Application in Form-III for seeking approval for the invention on "" A Formulation from Emulsifying Agent from Native and Derivatized Grandis Gum"" for obtaining IP rights in India. Patent Application No.- 812/DEL/2009",en
ircc_3773,"Application in Form-III for seeking approval for the invention on"" A Composition Containing Purified Extract for Sublingual Immunotherapy and Process of Preparing the Same"" for obtaining IP rights in India. Indian Patent Application No.- 201741030126",en
ircc_3774,"Application in Form-III for seeking approval for the invention on"" A novel pellet fuel and a process for the preparation thereof "" for obtaining IP rights in India. Indian Patent Application No.- 2352/DEL/2014",en
ircc_3775,"Application in Form-III for seeking approval for the invention on"" Polyherbal toothpaste for oral care "" for obtaining IP rights in India. Indian Patent Application No.- 201711044952",en
ircc_3776,"Application in Form-III for seeking approval for the invention on"" An eco-friendly bio-foliar formulation for growth and productivity of Mulberry varieties"" for obtaining IP rights in India. Indian Patent Application No.- 701/DEL/2013",en
ircc_3777,"Application in Form-III for seeking approval for the invention on"" A Process for Lubrication of Hide/Skin by Ultrasound"" for obtaining IP rights in India. Indian Patent Application No.- 3128/DEL/2014",en
ircc_3778,"Application in Form-III for seeking approval for the invention on ""A Process for Faster Curing of Vanilla Beans and Products Thereby "" for obtaining IP rights in India. Indian Patent Application No.- 0811/DEL/2008",en
ircc_3779,"Application in Form-III for seeking approval for the invention on ""Organic - fertilizers and their process of production"" for obtaining IP rights in India, USA, Canada, Europe (Including United Kingdom), Russian Federation, Australia and New Zealand. Indian Patent Application No.- 202041021354",en
ircc_3780,"Application in Form-III for seeking approval for the invention on ""Effect of High Altitude Medicinal Plant Extracts Against Oxidative Stress in Patients Undergoing Chemotherapy "" for obtaining IP rights in India. Indian Patent Application No.- 1319/DEL/2012",en
ircc_3781,"Application in Form-III for seeking approval for the invention on"" Synthesis of Silver Nanoparticles from the Tree"" for obtaining IP rights in India. Indian Patent Application No.- 1238/DEL/2012",en
ircc_3782,"Application in Form-III for seeking approval for the invention on"" Herbal Nano Silver Using plant for Acne Treatment "" for obtaining IP rights in India. Indian Patent Application No.- 943/DEL/2012.",en
ircc_3783,"Application in Form-III for seeking approval for the invention on"" A process for production of fructooligosacharides and levan from plant biomass or fully or partially processed products or by-products or residues by employing, levansucrase from Leuconostoc mesenteroids MTCC10508 and uses thereof"" for obtaining IP rights in India. Indian Patent Application No.- 201811000595",en
ircc_3784,"Application in Form-III for seeking approval for the invention on"" A liquid whey beverage product named CIAB-Navita containing a fiber rich preparation produced by products wastes and uses of the product"" for obtaining IP rights in India. Indian Patent Application No.- 201711008368",en
ircc_3785,"Application in Form-III for seeking approval for the invention on"" An improved process for preparation of debittered endosperm meal from fenugreek seeds"" for obtaining IP rights in India. Indian Patent Application No.- 30/DEL/2011",en
ircc_3786,"Application in Form-III for seeking approval for the invention on "" A topical antimicrobial herbal formulation"" for obtaining IP rights in India. Indian Patent Application No.- 931/MUM/2014",en
ircc_3787,"Application in Form-III for seeking approval for the invention on"" Poly Herbal Synergistic Compound the Prevention and Management of Invasive Candidiasis in Intensive Care Units "" for obtaining IP rights in India. Indian Patent Application No.- 202041016847",en
ircc_3788,"Application in Form-III for seeking approval for the invention on"" Green tea product and method thereof "" for obtaining IP rights in India. Indian Patent Application No.- 201941014518",en
ircc_3789,"Application in Form-III for seeking approval for the invention on ""Method for preparation of highly fluorescent biocompatible Sulphur doped graphene quantum dots from affordable agro-industrial bio-waste cane molasses using hydrothermal synthesis for bioimaging application"" for obtaining IP rights in India. Indian Patent Application No.- 201711016713",en
ircc_3790,"Application in Form-III for seeking approval for the invention on ""Novel aerobic composting of solid and liquid organic matter using lingo-cellulosic materials and lignolytic microbes"" for obtaining IP rights in India. Indian Patent Application No.- 3714/CHE/2011",en
ircc_3791,"Application in Form-III for seeking approval for the invention on"" A herbal formulation for treating diseases and to maintain hygiene"" for obtaining IP rights in India. Indian Patent Application No.- 201631006538",en
ircc_3792,"Application in Form-III for seeking approval for the invention on"" A Novel Method of Storing and Delivering PGPR/Microbes Through Biocapsules "" for obtaining IP rights in India. Indian Patent Application No.- 3594/CHE/2013",en
ircc_3793,"Application in Form-III for seeking approval for the invention on"" Enhancement of Shelf Life of Mulberry Leaves by the Implementation of Phytosynthesized Silver Nanoparticles at Post-Harvest Stage "" for obtaining IP rights in India. Indian Patent Application No.- 201931046198",en
ircc_3794,"Application in Form-III for seeking approval for the invention on ""A process for synthesis of bimetallic silver gold nanoparticles from weeds"" for obtaining IP rights in India. Indian Patent Application No.- 4570/CHE/2011",en
ircc_3795,"Application in Form-III for seeking approval for the invention on"" A process for preparation of the fruit toffee by microwave heating"" for obtaining IP rights in India. Indian Patent Application No.- 201641035133",en
ircc_3796,"Application in Form-III for seeking approval for the invention on "" Food Products with Reduced Natural Sugar Content and Process of Preparation Thereof"" for obtaining IP rights in India. Indian Patent Application No.- 201721008679",en
ircc_3797,"Application in Form-III for seeking approval for the invention on"" A system and method of endophytic activity "" for obtaining IP rights in India. Indian Patent Application No.- 201611035438",en
ircc_3798,"Application in Form-III for seeking approval for the invention on"" Herbal Compositions for Treatment or Prevention of Ectoparasitic Infestation"" for obtaining IP rights in India. Indian Patent Application No.- 1034/MUM/2011",en
ircc_3799,"Application in Form-III for seeking approval for the invention on"" A herbal formulation for prevention and treatment of disease and method of preparation thereof"" for obtaining IP rights in India. Indian Patent Application No.- 201731045019",en
ircc_3800,"Application in Form-III for seeking approval for the invention on "" Natural Dye "" for obtaining IP rights in India. Indian Patent Application No.- 201711014584",en
ircc_3801,"Application in Form-III for seeking approval for the invention on"" Odor Masking Formulation for Natural Compounds "" for obtaining IP rights in India, USA, China, Australia, Europe. Indian Patent Application No.- 201641030694",en
ircc_3802,"Application in Form-III for seeking approval for the invention on"" Method of Making Biodegradable Natural Fiber Composite Using Cow Dung "" for obtaining IP rights in India. Indian Patent Application No.- 1569/MUM/2014",en
ircc_3803,"Application in Form-III for seeking approval for the invention on "" Biopesticide Formulation from Cyanotoxin-Microcystins "" for obtaining IP rights in India. Indian Patent Application No.- 201821014002",en
ircc_3804,"Application in Form-III for seeking approval for the invention on"" Gene Expressing Novel Microbial Protein for Engineering Salt Tolerance in Plants and Method Thereof "" for obtaining IP rights in India. Indian Patent Application No.- 201711018003",en
ircc_3805,"Application in Form-III for seeking approval for the invention on"" A Method of Separation of Iron Silica and Alumina from Fly Ash"" for obtaining IP rights in India. Indian Patent Application No.- 201721035720",en
ircc_3806,"Application in Form-III for seeking approval for the invention on"" A Herbal Shaving Gel Composition "" for obtaining IP rights in India. Indian Patent Application No.- 202021018894",en
ircc_3807,"Application in Form-III for seeking approval for the invention on"" Ready-to-Serve Basil Seeds Suspended Banana Juice and Preparation Method Thereof "" for obtaining IP rights in India. Indian Patent Application No.- 202041012384",en
ircc_3808,"Application in Form-III for seeking approval for the invention on"" Antimicrobial Nanoemulsion of Clove Oil Stabilized with Milk Protein and a Process Thereof "" for obtaining IP rights in India. Indian Patent Application No.- 913/DEL/2015",en
ircc_3809,"Application in Form-III for seeking approval for the invention on "" Medicinal Composition "" for obtaining IP rights in India. Indian Patent Application No.- 201721036561",en
ircc_3810,"Application in Form-III for seeking approval for the invention on"" Isolation of a Bioactive Component from Citrus grandis (L.) for the Treatment of Epilepsy"" for obtaining IP rights in India. Indian Patent Application No.- 201741015593",en
ircc_3811,"Application in Form-III for seeking approval for the invention on"" Method for Selective Extraction and Purification of Stress Induced Antimicrobial Metabolite from Plants"" for obtaining IP rights in India. Indian Patent Application No.- 3299/MUM/2012",en
ircc_3812,"Application in Form-III for seeking approval for the invention on "" Production of Natural Red/Pink Color from microorganism and its Application Thereof"" for obtaining IP rights in India, South Africa, China, Ireland, Vietnam, Denmark, Indonesia, Iceland, United States of America, Netherlands, Australia, Poland, Bangladesh, Switzerland, Spain, France, Hong Kong, Austria, Mexico, United Kingdom, Thailand, Sweden, Germany, Canada, Italy, Sri Lanka, Nepal, Greenland, Brazil, Japan, Belgium, Russian Federation, New Zealand and Norway. Indian Patent Application No.- No patent application filed.",en
ircc_3813,"Application in Form-III for seeking approval for the invention on "" A novel formulation for polyherbal masticatory product useful for tobacco de-addiction and health rejuvenation"" for obtaining IP rights in India, Malaysia, Sri Lanka and PCT. Indian Patent Application No.- 2008/DEL/2013",en
