text,id,lang
"El USUARIO tiene derecho al acceso a los recursos genéticos y derivados sin fines comerciales de seis especies de flora silvestre: Mutisia acuminata, Mutisia cochabambensis, Mutisia lanata, Mutisia venusta, Mutisia orbignyana, Mutisia wuerdackii , en el marco del proyecto: “Perfil de componentes fenólicos mediante cromatografía líquida y espectrometría de masas en tándem de especies peruanas del género Mutisia ( Mutisieae , Mutisioideae , Asteraceae )”. Entre las obligaciones del contrato que se encuentran establecidas y detalladas en el artículo 11 de la Resolución Directoral N.° D000154-2022-MIDAGRI-SERFOR-DGGSPFFS-DGSPF se indica que EL USUARIO podrá patentar únicamente los productos o procedimientos que hayan sido obtenidos o desarrollados a partir de Recursos Genéticos o de sus productos derivados.",ircc_4563,es
"El USUARIO tiene derecho al acceso a los recursos genéticos y derivados sin fines comerciales de especies de líquenes de la familia Parmeiaceae y Cladoniaceae, en el marco del proyecto: “Desarrollo de una crema fotoprotectora solar y antibacteriana elaborada de extractos de líquenes de Arequipa”, relacionado a la búsqueda de nuevas especies liquénicas que abundan en el Perú y que aún han sido poco explotadas. Entre las obligaciones del contrato que se encuentran establecidas y detalladas en el artículo 11 de la Resolución Directoral N.° D000141-2022-MIDAGRI-SERFOR-DGGSPFFS-DGSPF se indica que EL USUARIO podrá patentar únicamente los productos o procedimientos que hayan sido obtenidos o desarrollados a partir de Recursos Genéticos o de sus productos derivados.",ircc_4564,es
"En caso de desarrollo de actividades comerciales vinculadas al material, se deberá solicitar el permito de acceso con fines comerciales, estableciéndose la participación en los beneficios correspondientes.",ircc_4568,es
"Se autoriza el envío de muestras al Max Planck Institute for Multidisciplinary Sciences Göttingen, Alemania – responsable Rolando Rivera Pomar.",ircc_4724,es
"Se autoriza el envío de muestras a la Universidad de Goettingen y Max Planck Institute for Multidisciplinary Sciences - Max Planck Institute for Multidisciplinary Sciences Göttingen, Alemania – responsable Rolando Rivera Pomar",ircc_4725,es
"Se permite el envío al Animal Production and Health Laboratory (APHL) de la división de Articulación de la FAO/IAEA (Seibersdorf, Austria).",ircc_4726,es
"Se permite el envio de muestras y actividades en el Laboratorio de Ornitología de la Universidad de Cornell, Ithaca, Estados Unidos a cargo del Dr. Leonardo Campagna – las muestras deben ser consumidas o destruidas luego de la utilización.",ircc_4727,es
"Se permite el envío de muestras y actividades a cargo de la Dra Ursula Peintner del Instituto de microbiología, Universidad de Innsbruck, Austria.",ircc_4729,es
Se permite el envío de muestras a la Universidad de La Laguna con en San Cristóbal de La Laguna – Tenerife – España.,ircc_4730,es
"Se permite el envio de muestras y actividades en el Laboratorio de Ornitología de la Universidad de Cornell, Ithaca, Estados Unidos a cargo del Dr. Leonardo Campagna – las muestras deben ser consumidas o destruidas luego de la utilización.",ircc_4731,es
"Se permite el envio de muestras y actividades en el Laboratorio de Ornitología de la Universidad de Cornell, Ithaca, Estados Unidos a cargo del Dr. Leonardo Campagna – las muestras deben ser consumidas o destruidas luego de la utilización.",ircc_4732,es
"Se permite el envio y actividades en el German Centre for Integrative Biodiversity Research (iDiv), Leipzig, Alemania.",ircc_4733,es
"Se permite el traslado de muestras y actividades en el laboratorio de la Dra. PFERSCHY- WENZIG de la Universidad de Graz, Austria",ircc_4734,es
Se permite el envío al Laboratorio de Biodiversidad Molecular de la Pontificia Universidad Católica de Chile - responsable: Dra. Juliana de A. Vianna,ircc_4735,es
"Se permite el traslado de muestras a la Universidad Andrés Bello de Chile, Pontificia Universidad Católica de Chile, Universidad de Chile, Universidad de Zaragoza y al Instituto Vasco de Investigación y Desarrollo Agrario (NEIKER), de España para realizar actividades de utilización en cooperación científica en el marco de proyecto “Evaluando la Transmisión Interespecífica y Factores de Riesgo de Infección con Patógenos Transmitidos por Vectores en Animales domésticos y Silvestres”.",ircc_4753,es
Se permite la comercialización,ircc_4754,es
Etude de l’adaptation de champignons pathogènes à leurs plantes hôtes,ircc_112,fr
Projet Guad3E de mise en place d’un programme de lutte contre les espèces exotiques envahissantes aquatiques,ircc_113,fr
Analyses génétiques au sein de populations de fourmis,ircc_114,fr
Recherche fondamentale en écologie comportementale et évolutive,ircc_115,fr
Caractérisation chimique d’extraits de champignons,ircc_116,fr
Réalisation d’études d’activités biologiques,ircc_117,fr
Etude de la diversité des symbiontes et virus associés aux espèces de drosophiles néotropicales et envahissantes,ircc_118,fr
Etude de l’évolution des Lépidoptères,ircc_119,fr
Recherche scientifique sur la biodiversité du plancton marin par des techniques de génomique environnementale.,ircc_120,fr
Collecte et description de la composition chimique de dix arbres de le la famille des Apocynacées,ircc_121,fr
Collecte d’échantillons sanguins et de parasites sur des oiseaux sauvages en vue de leur caractérisation génétique au laboratoire à l’aide de marqueurs génétiques neutres et de gènes du système immunitaire (gènes TLR). Il s’agira également d’étudier les effets de la fragmentation des forêts tropicales sur la diversité génétique des oiseaux.,ircc_122,fr
"Bio-prospection, criblage de composés d'intérêt",ircc_123,fr
Caractérisation de la diversité des groupes d’organismes appartenant à la biodiversité dite négligée dans le cadre du projet FEDER BING (Biodiversité Négligée de Guyane),ircc_124,fr
"Etude de la diversité et de la structure génétique des crevettes en Guyane Française, pour une meilleure gestion du stock de pêche",ircc_125,fr
Etude de la diversité génétique,ircc_126,fr
"Isolement et caractérisation de microorganismes, avec essais de développement d'ingrédients actifs",ircc_127,fr
Séquençage ADN et barcoding des régions ITS,ircc_128,fr
"Etude sur l’ensemble de l’ADN (génome complet) des grenouilles dans le but de délimiter les espèces de Anomaloglossus baeobatrachus, en combinant différents critères de délimitation d’espèces (phénotype, génotype, géographie, comportement reproductif). Volonté de comprendre l'histoire des populations et de l'organisation spatiale des différents taxons",ircc_129,fr
"Recherche de la lèpre chez les tatous et comparaison des souches animales, environnementales et humaines par biologie moléculaire (amélioration de la compréhension des réservoirs et modes de transmission de la lèpre en Amazonie)",ircc_130,fr
Séquençage de l'ADN mitochondrial (COI) de rongeurs : étude phylogénétique et établissement d'un barcode moléculaire,ircc_131,fr
Mise en collection de souches isolées de prélèvements naturels. Identification morphologique et typage moléculaire,ircc_132,fr
Recherche sur les relations taxonomiques et biogéographiques entre différentes espèces du genre Armadillidium présentes en France,ircc_133,fr
"Etude des Sargasses des Antilles et de métropole (projet Save-C) en collaboration avec l’Université des Antilles, l’Institut de recherche pour le développement, le Centre de coopération internationale en recherche agronomique pour le développement, l’Université de Bretagne Sud, l’Université de Caen, l’Ifremer, the University of West Indies (La Barbade), el Centro de Investigación y de Estudios Avanzados (Mexique) ainsi que les sociétés Algaia SA, Efinor Sea Cleaner et The Marine Box",ircc_134,fr
Recherche sur les mécanismes de biocontrôle,ircc_135,fr
Etude sur la diversité génétique de criquets des pâtures,ircc_136,fr
Etudes de solutions de biocontrôle contre les tiques,ircc_137,fr
Evaluation de l'état de santé des colonies de coraux dans le Golfe du Lyon,ircc_138,fr
Etudes phytochimiques de Malvales,ircc_139,fr
Analyses de la biodiversité des micro-organismes et des organismes métazoaires (projet GEOFLAMME),ircc_140,fr
Etudes génomiques d’espèces marines,ircc_141,fr
Etude du potentiel de la ressource génétique en tant qu’actif cosmétique,ircc_142,fr
Etude de la diversité génétique des tortues marines de Guyane,ircc_143,fr
Etude sur la diversité des triatomes présents en Guyane et des microbes associés,ircc_144,fr
Recherches sur l'écologie et l'évolution des interactions hôte-parasite au sein de différentes espèces pour mieux comprendre la circulation et les effets d'agents pathogènes dans les populations d'oiseaux sauvages et à l'interface avec les activités humaines,ircc_145,fr
Etude taxonomique intégrative du phénotype et de la génétique des populations françaises de Decticus verrucivorus,ircc_146,fr
"Etude de souches bactériennes (séquençage et analyse du génome complet, tests métaboliques et biochimiques) pour la description de nouvelles espèces",ircc_147,fr
Recherche des gènes responsables du polymorphisme de la couleur et analyse génomique,ircc_148,fr
Etude d'écologie comportementale d'espèces tropicales d' amphibiens dans leur milieu naturel,ircc_149,fr
"Identification et caractérisation de propriétés cosmétiques pertinentes de Rosaceae, Plantaginaceae et Apiaceae",ircc_150,fr
Etude génétique d’une espèce de syrphe,ircc_151,fr
"Recherche en taxonomie, par phylogénie moléculaire et description d’espèces nouvelles",ircc_152,fr
"Recherche génomique dans le cadre du programme ""Tree of life"" (Projet Earth Biogenome)",ircc_153,fr
Etude de la diversité génétique de la biodiversité terrestre et marine sur l'atoll de Clipperton afin d'évaluer sa résilience face aux changements globaux,ircc_154,fr
Etude de la génétique des populations de grands tétras et évaluation des niveaux de consanguinité et des liens entre les populations menacées,ircc_155,fr
Etude d'invertébrés marins à des fins de connaissance sur la biodiversité,ircc_156,fr
Etude sur l'interaction entre des algues et les bactéries associées,ircc_157,fr
"Etude de la diversité microbienne hébergée par les rongeurs et marsupiaux de Guyane, et étude du rôle de ces espèces dans la circulation de virus, parasites et bactéries d'intérêt biomédical",ircc_158,fr
Etude de la composition des communautés de champignons entomopathogènes,ircc_159,fr
Etudes sur la capacité d'adaptation d'Antirrhinum majus,ircc_160,fr
Etude sur le comportement et la cognition animale d'amphibiens,ircc_161,fr
"Recherche fondamentale en systématique, écologie et génomique d'espèces d'Arthropodes ravageurs",ircc_162,fr
Etude des conséquences de la fragmentation des forêts tropicales sur la diversité génétique des oiseaux et sur leurs interactions avec quelques-uns de leurs parasites (projet CANON),ircc_163,fr
"Etude sur l’origine, la distribution et la connectivité des populations de tortues imbriquées de l'ouest de l'océan Indien (projet c-TimOI)",ircc_164,fr
Recherche en taxonomie et biogéographie des limaces terrestres,ircc_165,fr
Activités d'analyses biochimiques dans le but de déterminer le potentiel de la ressource en tant qu'actif pour la nutrition,ircc_166,fr
Etude des poissons d'eau douce de Guyane (projet GUIBOL),ircc_167,fr
Etude de l’influence de l'infection par les champignons chytridés sur la sélection sexuelle chez les amphibiens,ircc_168,fr
Analyse des relations trophiques entre des poissons et leurs parasites,ircc_169,fr
Recherche sur les activités fonctionnelles d'extraits d'algues,ircc_170,fr
Recherche scientifique sur le taux de carbone de différentes espèces d’arbres,ircc_171,fr
"Etude sur les virus pathogènes de plantes (biologie, diversité génétique, épidémiologie, interactions virus/plantes/insectes vecteurs …)",ircc_172,fr
Etude en génétique en vue d’un inventaire mycologique,ircc_173,fr
"Développement d'un procédé visant une meilleure conservation de tissus biologiques, en partenariat avec la société IMAGENE",ircc_174,fr
Etude de la génétique des populations de la raie manta de récif,ircc_175,fr
Activités de recherche ayant pour but la valorisation d’un extrait dans un produit cosmétique et la mise en évidence de nouveaux bénéfices pour une application cosmétique,ircc_176,fr
Etude sur la diversité chimique et génétique des houblons sauvages des Hauts-de-France,ircc_177,fr
Etude sur l'évolution des relations entre diverses espèces de plantes,ircc_178,fr
Etude de la colonisation larvaire des poissons récifaux à La Réunion (projet Sleep Color),ircc_179,fr
Suivi des amphibiens dans les espaces naturels protégés de Guyane,ircc_180,fr
Evaluation du potentiel bioactif d'extraits de plantes médicinales pour lutter contre les complications métaboliques et vasculaires du diabète à La Réunion,ircc_181,fr
Recherche visant la mise au point de lignée isogénétique de moustique,ircc_182,fr
Détermination des effets de la pêche et du changement climatique sur la structure des communautés marines (projet PACMAN),ircc_183,fr
Recherche sur l'identification des gènes de virulence de Naegleria et développement de molécules antiparasitaires,ircc_184,fr
Etude en écophysiologie et génomique d'algues marines,ircc_185,fr
Recherche de fonctionnalités d’extraits d’écorces issus de la biomasse forestière (projet ValorExtr@ct),ircc_186,fr
Analyse des effets de la contamination chimique sur les soles et les flets (projets Seliloire et Magma),ircc_187,fr
Analyses génétiques de différentes espèces de champignons,ircc_188,fr
Etude sur l'évolution des relations entre diverses espèces de plantes,ircc_189,fr
Recherche en génétique et biologie sur les algues,ircc_190,fr
Recherche sur les propriétés d’un extrait végétal en vue de la mise au point d’un ingrédient cosmétique,ircc_191,fr
Suivi de la biodiversité du zooplancton,ircc_192,fr
"Etude sur les relations entre communautés végétales, communautés de macro-invertébrés et espèces exotiques envahissantes",ircc_193,fr
"Recherche en systématique, écologique et génomique d’Arthropodes",ircc_194,fr
Etude de la composition chimique de plantes,ircc_195,fr
Etudes génomique et transcriptomique au sein de la famille des Apocynacées (projet MIAMI),ircc_196,fr
Etude de la biodiversité environnementale des nano-organismes et de leurs fonctions,ircc_197,fr
Etude taxonomique à partir de spécimens collectés lors d’un inventaire de Lycaenidae de la réserve Trésor,ircc_198,fr
Etude de la biodiversité urbaine de Guyane (projet BUG),ircc_199,fr
Etude d’un procédé d’extraction,ircc_200,fr
Etude de la diversité génétique de plantes et de leur répartition sur le continent européen,ircc_201,fr
Etude de la chimie des métabolites spécialisés d’éponges,ircc_202,fr
Analyses biochimiques d’algues vertes Ulva sp en vue de développer un procédé d’extraction,ircc_203,fr
Analyse de génétique des populations de Zostera marina et Zostera nolteii et étude phylogénétique de la faune associée (projet INDIGENE),ircc_204,fr
Inventaire de la biodiversité des arthropodes et recherches en taxonomie impliquant des analyses moléculaires sur des échantillons d'ADN,ircc_205,fr
Etude chimique d'espèces de macromycètes afin d'isoler et d'identifier des produits naturels,ircc_206,fr
Etude des émissions de composés halogénés et isoprénoïdes par les palétuviers de Guyane et Martinique,ircc_207,fr
Analyses génétiques et moléculaires d'escargots de mer,ircc_208,fr
"Etude de la génétique de populations de tortues vertes et imbriquées (projet ""Indian Ocean sea Turtles"")",ircc_209,fr
Travaux de recherche visant à valoriser et dégrader les co-produits végétaux par l'action de souches fongiques,ircc_210,fr
Activités de recherche en agroécologie (projet Cosaq),ircc_211,fr
Recherche sur les effets maternels et le filtrage environnemental sur les flux microbiens des plantes mères vers leurs descendants (projet HOLOBROM),ircc_212,fr
Activités d'analyses chimique et d'évaluation des performances en biologie et en formulation et de détermination des données toxicologiques et écotoxicologiques de lichen marin dans le but de mettre en avant le potentiel cosmétique et de nutrition,ircc_213,fr
"Analyse de génétique des populations de Sabellaria alveolata, phylogénétique de biodiversité, état physiologique (projet REEHAB)",ircc_214,fr
Activités d'analyses chimique et d'évaluation des performances en biologie et en formulation et de détermination des données toxicologiques et écotoxicologiques d’algues rouges dans le but de mettre en avant le potentiel cosmétique,ircc_215,fr
"Recherche sur l'écologie du Petit Molosse de la Réunion et ses dynamiques d'infection (projets SEXIBAT et VIROPTERE), en partenariat avec l’Université de Salford et le Centre de biologie et gestion des populations de Montpellier",ircc_216,fr
"Isolement de souches de microorganismes, identification morphologique, typage et analyses moléculaires",ircc_217,fr
Révision taxonomique du genre Mazama avec la description d'un néotype,ircc_218,fr
Évaluation des conditions de faisabilité de l’insecte stérile à Mayotte,ircc_219,fr
Commercialisation d’un ingrédient cosmétique anti-acnéique (Clear Oléoactif ® ),ircc_220,fr
Etude de la diversité des odonates,ircc_221,fr
recherche visant à développer une nouvelle méthode de surveillance des écosystèmes en utilisant les chauves-souris comme taxon agrégateur,ircc_222,fr
Caractérisation de la symbiose bactérienne localisée au niveau des branchies des crabes terrestres et marins des Antilles (projet METACRAB),ircc_223,fr
Etude sur la biodiversité marine des ports et les processus d’invasions biologiques (projet EC2CO et Mistral),ircc_224,fr
"Acquisition de connaissances sur la biodiversité d'habitats d'intérêt prioritaire ""récif circalittoral"" (projets Circareef et Circatax)",ircc_225,fr
Recherche de substances d'origine naturelle à activités antimicrobiennes à partir de plantes halophytes régionales,ircc_226,fr
Caractérisation phénotypique et génomique de souches de micro-organismes,ircc_227,fr
Etude de la diversité génétique de Diaphorina citri,ircc_228,fr
Etude des populations côtières de requins et de raies,ircc_229,fr
"Recherche sur la prévalence de plusieurs zoonoses bactériennes au sein de populations d’iguanes, de tortues et de mangoustes",ircc_230,fr
Etude de l’adaptation à la plante hôte chez les pyrales de la famille des Plutellidae,ircc_231,fr
Caractérisation de la biodiversité benthique dans les sédiments et des effets de la contamination chimique sur les organismes marins du Golfe de Gascogne (projet MAGMA),ircc_232,fr
Recherche des gènes responsables du polymorphisme de la couleur et analyse génomique,ircc_233,fr
Etude de la dynamique écologique et évolutive entre des algues du genre Bryopsis et leur communauté bactérienne endosymbiotique,ircc_234,fr
Etude sur l'évolution démographique des papillons du genre Morpho dans le bassin amazonien,ircc_235,fr
Analyses des biomarqueurs chez des limandes dans le cadre d'une étude sur les effets de la contamination chimique sur les organismes marins,ircc_236,fr
Etude sur les capacités d'adaptation locale de mollusques à différents climats,ircc_237,fr
Etude d’insectes natifs comme agents de lutte biologique contre des plantes exotiques envahissantes,ircc_238,fr
Etude taxonomique et phylogénétique de champignons saprophytes,ircc_239,fr
Etude transcriptomique et métabolomique des Apocynacées,ircc_240,fr
Etude transcriptomique et métabolomique des Apocynacées,ircc_241,fr
Etude des communautés d’espèces aux abords des ports,ircc_242,fr
Etude du potentiel de la ressource génétique en tant qu’actif cosmétique,ircc_243,fr
Etude de la biodiversité des protistes,ircc_244,fr
Suivi à long-terme de deux populations de lézards vivipares dans le Massif Central,ircc_245,fr
Etude du génome afin de développer la connaissance de l’évolution des génomes dans le genre Coffea,ircc_246,fr
"Recherche sur la féminisation induite par différentes souches de Wolbachia chez des arthropodes en collaboration avec le National Agriculture and Food Research Organization (NARO), Tsukuba, Japon",ircc_247,fr
"Etude des symbioses marines entre des bactéries chimiolithotrophes et des invertébrés marins, en collaboration avec le Max Planck Institut (Allemagne) et le Joint Genome Institute (Etats-Unis)",ircc_248,fr
Etude du potentiel de la ressource génétique en tant qu’actif nutritionnel,ircc_249,fr
Etude en génomique de populations bactériennes,ircc_250,fr
Etude de la diversité et de la structuration génétique des populations d’astragale (projet LIFE Habitats Calanques),ircc_251,fr
Etude de l'histoire microévolutive des palmiers de Guyane française,ircc_252,fr
Recherche en phylogénie et sur l’histoire évolutive de la vigne,ircc_253,fr
Inventaire de la fonge de Guyane,ircc_255,fr
Etude du potentiel de la ressource génétique en tant qu’actif nutritionnel,ircc_256,fr
Recherche en vue de l’élaboration d’un aliment piscicole (projet AFISH),ircc_257,fr
Recherche sur les apports en acides gras du zooplancton pour les niveaux trophiques supérieurs,ircc_258,fr
Identification au sein de différentes plantes des molécules capables de corriger des mutations non-sens,ircc_259,fr
Etude sur l’influence des micro-organismes sur l’altération des roches volcaniques en milieu tropical,ircc_260,fr
Contribution à une étude systématique et phylogénétique de quelques groupes de Basidiomycota,ircc_261,fr
"Etude sur les sources d’érosion à partir de l’ADN de plantes, présent dans les sédiments d’étangs, des lacs et leurs bassins-versants afin de mieux comprendre les phénomènes géomorphologiques récents et guider la mise en place de mesures de gestion efficaces des paysages",ircc_262,fr
Etude du développement embryo-larvaire et des principaux éléments du cycle de vie du brochet aquitain,ircc_263,fr
Etude du métabolome du grignon franc afin de mieux comprendre les mécanismes de défense du bois en milieu naturel (projet CNRS 80|Prime TreeD),ircc_264,fr
Recherche de molécules actives et de propriétés cosmétiques à partir de plantes,ircc_265,fr
Etude de la chimiodiversité guyanaise (projet CATCH),ircc_266,fr
Etude sur les propriétés fongicides d’extraits fongiques,ircc_267,fr
Etude sur la structuration des paysages et son influence sur la structuration des populations d’écureuils roux,ircc_268,fr
"Etude des processus évolutifs générant la diversité génétique d'arbres tropicaux, particulièrement les processus de mutations induites par le rayonnement solaire",ircc_269,fr
"Etude de la diversité biologique mondiale, en collaboration avec l’Université d’Helsinki, Finlande, et l’Université Duke, Etats-Unis (Projet LIFEPLAN)",ircc_270,fr
Etude de la répartition de la diversité génétique et spécifique au sein des communautés végétales de la dune littorale atlantique,ircc_271,fr
Etude sur la composition des communautés du cryptobiome récifal réunionnais (projet Calibiome),ircc_272,fr
Etude d’amphibiens menacés de Guyane,ircc_273,fr
Analyses de cortisol au sein de populations de bars (projet Nourdem FEAMP),ircc_274,fr
Description de la biodiversité aquatique de la rivière Camopi et évaluation des impacts anthropiques,ircc_275,fr
Recherche et développement sur l'élaboration d'un gel végétal,ircc_276,fr
Etude sur la génétique des populations d’une espèce de guêpe creuseuse,ircc_277,fr
"Etude du potentiel des fucoidanes d'une espèce d'algue brune sur la santé et le bien-être (projet FucoSan, qui comprend différents partenaires : Université centre médical Schleswig-Holstein - UKSH, oceanBasis, Coastal research management, GEOMAR, Syddansk Universitet, Danmarks Tekniske Universitet, Odense Universitetshospital)",ircc_278,fr
Etudes phylogénétiques et phylogéographiques d'escargots des familles Helicidae et Hygromiidae,ircc_279,fr
Etude de l'écologie fonctionnelle et des voies métaboliques des symbiotes des termites dans la dégradation de la lignocellulose,ircc_281,fr
Recherche en taxonomie et phylogénie,ircc_282,fr
Recherche en écologie et biogéochimie,ircc_283,fr
Analyses phytochimiques de plantes médicinales caribéennes,ircc_284,fr
Analyse des propriétés olfactives de différentes espèces botaniques,ircc_285,fr
"Recherche à des fins de connaissance sur la biodiversité marine du Parc naturel marin du cap Corse et de l'Agriate, avec la technique d’ADN environnemental",ircc_286,fr
Etude de la diversité génétique et de l’histoire évolutive de différentes espèces de plantes des Pyrénées,ircc_287,fr
"Etude sur les flux de gènes, la connectivité génétique spatiale et la taille des populations de gorgones jaunes et rouges, avec une approche génomique (projet Deep-Heart)",ircc_288,fr
Etude sur l'acclimatation de macroalgues brunes au réchauffement océanique (projet MARFOR),ircc_289,fr
Etude comparative de la diversité génétique de deux insectes,ircc_290,fr
Développement d'un extrait possédant une activité cosmétique anti-âge,ircc_291,fr
Etude des populations de tortues marines (projet NEXT),ircc_292,fr
Séquençage de génome complet,ircc_293,fr
"Etude de la variation génétique au sein de populations de chrysomèles, de l’impact du changement climatique sur leurs aires de distribution et de leurs capacités de migration",ircc_294,fr
Etude génomique de Helichrysum italicum,ircc_295,fr
Etude de l'impact d'un nouveau mode de transmission sur l'épidémiologie des pathogènes d’abeilles et bourdons,ircc_296,fr
Etude de la diversité des odonates dans l'hémisphère nord,ircc_297,fr
Recherche de molécules capables de corriger des mutations non-sens par criblage à partir de différentes plantes et insectes,ircc_298,fr
Recherche sur le rôle de l'introgression dans la diversification du genre Coenonympha,ircc_299,fr
Recherche de nouvelles propriétés cosmétiques d'un extrait végétal dans un but de valorisation commerciale,ircc_300,fr
Etude du potentiel de la ressource génétique en tant qu’actif cosmétique,ircc_301,fr
Activités d'analyses chimiques et d'évaluation des performances en biologie et en formulation et de détermination des données toxicologiques et écotoxicologiques d’algues brunes dans le but de mettre en avant le potentiel cosmétique et de nutrition,ircc_302,fr
Recherche en écologie fonctionnelle et écologie évolutive d'organismes eucaryotes marins,ircc_303,fr
Etude de la prévalence de l'hybridogénèse sociale chez les fourmis,ircc_304,fr
Activités d'analyses chimiques et d'évaluation des performances en biologie et en formulation et de détermination des données toxicologiques et écotoxicologiques d’algues rouges dans le but de mettre en avant le potentiel cosmétique et de nutrition,ircc_305,fr
Reconstruction des trajectoires de dispersion d'une espèce invasive d'amphibien,ircc_306,fr
Inventaire et étude de la systématique des scorpions,ircc_307,fr
"Recherche sur l'origine et la diversité d'espèces de mycobactéries, les dynamiques évolutives et relations écologiques des microbiomes, en collaboration avec l’Université de l’Etat du Michigan et l’Université de West Alabama",ircc_308,fr
Etude des mécanismes et des conséquences d'un mode de reproduction asexué dans différentes populations d'algues brunes de Méditerranée et d'Atlantique,ircc_309,fr
Etude de la sensibilité d’insectes non cibles à un insecte parasite susceptible d'être utilisé pour une lutte biologique contre la sésamie du maïs,ircc_310,fr
Détermination du potentiel de la ressource en tant qu'actif cosmétique,ircc_311,fr
Etude de l'organisation des associations symbiotiques entre plantes et champignons (mycètes) en milieu tropical,ircc_312,fr
Développement et commercialisation de nouveaux composants pour les parfums et arômes,ircc_313,fr
Etudes génétiques des populations de Primula vulgaris,ircc_314,fr
"Études (génotypage, phénotypage) en vue de la valorisation de certaines algues (projet européen GENIALG)",ircc_315,fr
Amélioration des connaissances d'espèces bactériennes et mise au point de méthodes de lutte contre les maladies des plantes,ircc_316,fr
Étude sur l'origine géographique de cailles des blés,ircc_317,fr
"Études (génotypage, phénotypage) en vue de la valorisation de certaines algues (projet européen GENIALG)",ircc_318,fr
Analyses génétiques conduites afin d'étudier la diversité infraspécifique de l'espèce Loligo forbesii,ircc_319,fr
Suivi des populations de drosophiles dans le cadre d'étude sur les effets des changements environnementaux sur les relations interspécifiques,ircc_320,fr
Analyse de la diversité génétique des mouches à melon et de leur bactériome en fonction des plantes hôtes utilisées,ircc_321,fr
Etude sur la biogéographie insulaire d'Asteraceae et Piperaceae,ircc_322,fr
Recherches en écologie chimique,ircc_323,fr
Caractérisation de la variation génétique de moustiques Anopheles,ircc_324,fr
"Description de la communauté d'organismes du sol, afin de comprendre l'influence des anthropisations anciennes sur celle-ci (projet LONGTIME), en collaboration avec l'Université Montpellier 2",ircc_325,fr
"Évaluation du comportement, du devenir et de l'impact potentiel d'un pétrole en cas de déversement accidentel en mangrove guyanaise, impliquant une étude des communautés microbiennes associées au vieillissement du pétrole",ircc_326,fr
"Etude de la diversité des mycorhizes de fabaceae, en partenariat avec l'Université de Manchester et l'Ecole Centrale de Lyon",ircc_327,fr
Etude de la dynamique et du rôle du compartiment planctonique lors des transferts de contaminants vers les réseaux trophiques (projet DROPLET),ircc_329,fr
Etude sur la qualité du milieu littoral (projet MICROPOLIT),ircc_330,fr
Collecte de moustiques Anopheles darlingi en vue de l'établissement d'une colonie de référence,ircc_332,fr
"Recherches sur l’éco-épidémiologie des communautés de chiroptères en Guyane, détermination de la structure et du fonctionnement des populations (projet initié en 2010 et conduit dans le cadre du LabEx ECOFECT)",ircc_333,fr
"Analyses biochimiques sur des extraits d’algues dans le cadre d’une étude des performances de croissance dans des terres arables et processus biochimiques sous-jacents après l'application de ces extraits, en présence et en l'absence de stress biotique (Programme ProSeaweed)",ircc_334,fr
Définition du profil génomique et chimique dans l'adaptation locale aux gradients environnementaux,ircc_335,fr
Mise au point d'un procédé innovant de production de biomatériaux composites à base de co-produits (ex-déchets) végétaux et de mycélium fongique,ircc_336,fr
Comprendre la diversité génomique au sein des populations de trois espèces emblématiques de l’Amazonie et la manière dont cette diversité est façonnée par les processus évolutifs et les activités humaines,ircc_337,fr
Recherche d'activités biologiques pour applications cosmétiques,ircc_338,fr
Recherche d'extraits de plantes avec des activités biologiques,ircc_339,fr
Recherche d'extraits de plantes avec des activités biologiques,ircc_340,fr
"Révision taxonomique des poissons de Saint-Pierre-et-Miquelon, en particulier les épinochettes",ircc_341,fr
"Activités de recherche en extraction, caractérisation des extraits et analyses",ircc_342,fr
Étude de l'évolution et de la phylogénie des scarabées phytophages,ircc_343,fr
Caractérisation de certaines communautés d'arthropodes (Projet MiteControl),ircc_344,fr
Étude de la diversité génétique des termites et des microorganismes qui leurs sont associés,ircc_345,fr
Étude de la connectivité entre populations de coraux (campagnes VIDEOCOR1 et CALADU),ircc_346,fr
Étude de l'impact des activités humaines sur l'écosystème forestier par analyse de la structure des communauté d'insectes Coléoptères coprophages (projet Muséum-Labex DRIIHM),ircc_347,fr
Inventaire de la biodiversité dans le but de fournir des diagnoses écologiques de la qualité de l'eau de lacs et rivières (projet Interreg EcoALpsWater),ircc_349,fr
Étude du métabolome de macromycètes,ircc_350,fr
"Etude taxonomique et biologique : caractérisation des populations présentes en Guyane, population hybride entre le lamantin antillais et le lamantin amazonien.",ircc_351,fr
Etude de l'auto-recrutement dans les populations de paramuricea clavata (identification des populations les plus isolées génétiquement),ircc_352,fr
Etude de la diversité de la faune reptilienne et amphibienne et leurs évolutions génétiques,ircc_353,fr
Recherche de molécules d'intérêt avec l'objectif de produire des solutions de biocontrôle pour contrôler l'aire de répartition de Calamintha nepeta en Nouvelle-Zélande,ircc_354,fr
"Cueillette de plantes aromatiques sauvages, préparation d’extraits à partir de cette plante et extraction bio-guidée sur cellules musculaires humaines.",ircc_355,fr
Détermination du régime alimentaire des prédateurs de la Baie de Bourgneuf (projet DREAM),ircc_356,fr
"Documenter et comprendre comment les espèces, et plus largement leurs communautés, s'adaptent aux changements de leur environnement (projet SPHINX)",ircc_357,fr
Description de la diversité virale hébergée par les chauves-souris (identification moléculaire des virus et de leurs hôtes),ircc_358,fr
Recherches sur les populations de raies en Mer du Nord pour en améliorer la gestion,ircc_359,fr
